sentence,sentiment
کیا کسی کو معلوم ہے کہ وہ جب آئی فون 11 سیریز کے لئے آئی فون کیس پیش کررہے ہیں؟,neu
2300 امریکی ڈالر,neu
باکس پیک یا دوسری ہینڈ,neu
یہ وہ جگہ نہیں ہے جہاں سے آپ شروع کرتے ہیں ، یہ آپ شروع کرتے ہیں,neg
آپ اصلاح کرنے کے لئے کیا کر سکتے ہیں؟,neu
ایک اور 5 ویں وکٹ گئی نائس,pos
اگر آپ ملفورڈ ڈی ای ہارڈی کی شکایت کرتے ہیں تو ناقص معیار اور رویہ,neg
انہوں نے ہمارے خوابوں کے لئے ہماری ساری قربانیاں دیں,pos
پہلی بار کیڈبری نے ان کی مصنوعات کو ختم کردیا,neu
چہرہ کتاب فری کرو زونگ کا,neu
میرے پاس ان میں سے 3 گھر میں ہیں اور مجھے نیند آرہی ہے اسے پسند نہیں ہے,neg
نائک ایک بار پھر میرا برانڈ ہے کیا سان فرانسسکو میں میراتھن کو دوبارہ حاصل کرنے کا کوئی موقع؟,pos
اندر کم نمکیات والی بچھائیں صحت مند نہیں ہیں,neg
جب آپ ابھی بھی جانوروں کی جانچ کے ساتھ دعوی کرتے ہیں تو سبھی کا تعلق رکھتے ہیں,neu
انٹرنیٹ بینکنگ اور ایپ خوفناک ہے,neg
HP کی جدید ریسائکلنگ ، واقعتا sustain پائیدار تیاری,pos
مکمل طور پر اسٹاف کے ساتھ مطمئن نہیں ہوا,neg
میں ایک فٹ بالر ہوں مجھے معلوم ہے کہ کوئی اسپانسر خرید کر کیسے کھیلنا ہے,neu
نائکس کی کسٹمر سروس ایک مذاق ہے کہ وہ گیند کو واپس نہیں کریں گے,neg
آپ کے پاس اچھا کھانا ہے,pos
اس مہینے میں کوئی ایپ بیش نہیں ہے,neg
اپنی انٹرنیٹ کی رفتار کو بہتر بنانے کی کوشش کریں,neg
واقعی حیرت انگیز اس پیش کش,pos
کیا سید زاڈا فضل آفر نہیں دیکھی ہے .....,neg
ہمیں آپ کو ایربڈز دینے کی سطح کی ضرورت نہیں ہے,neu
لاجواب فون,pos
جگہ رکھیں BOMB,neg
ذائقہ اچھا لگ رہا ہے تازگی میک ڈونلڈ کی ترجیح ہے,pos
لیاناگ موم بتیاں لرز رہی ہیں,neu
ہائے مجھے یہ قمیص چاہئے لیکن یہ فروخت ہوئی ہے تو میں کیسے حاصل کروں,neu
5 دن لگاتار جازکاش آپ تو جازکاش آپ منی ٹرانسفر کرنی ہے کیا ؟,neu
جعلی مجے یحکین نہیں آتہ این فی عب,neg
7 قطار میرا 7 برگر انشاءاللہ میں چکن میک جیتنا چاہتا ہوں میرا پسندیدہ ہے,neu
بکنگ سے پہلے کی تفصیلات ؟؟,neu
میرے جانی راکٹوں کو مت چھونا,neu
ایس اسپیڈ K لی 1 جی بی قافی پور سال کے لی,neu
تمام گھٹیا کوئی رقم کی واپسی ، پیسے کچھ بھی اچھا نہیں ہے,neg
اچھا ، سوادج ، اور مزیدار,pos
ہم ٹیکسلا میں رہتے ہیں لیکن ہمارے پاس میک ڈونلڈ کا کوئی قریب نہیں ہے,neg
Hllw میں سیکیورٹی کی نوکریوں کی تلاش کر رہا ہوں میرے پاس گریڈ سی ہے میں کرائفونٹین نمبر 0738915872 میں رہ رہا ہوں,neu
دھوکہ دہی سے کوئی فائدہ نہیں,neg
آپ کا صفحہ کام نہیں کر رہا ہے .کوئی آئٹم کارٹ میں شامل کرنے کے قابل نہیں ہے ..,neg
پہل بی ایچ ٹی اچا تھا,pos
براڈوے ہمیشہ کے لئے محبت ہے,pos
NL آپ کو اپنے فیشن باکس میں لاتا ہے,neu
وہ اخلاقیات نہیں بلکہ کاروبار کی خاطر اس کے طرز عمل پر تعزیت کر رہے ہیں,neu
شاہین ہوائی سروس اور کھانا بہت اچھا ہے,pos
سر مجھے اپنا جاز کیش اکاؤنٹ بند کرنا ہے,neu
ڈینم جیکٹ خریدی اور عمدہ تانے بانے اور فٹنگ سے یہ حیرت انگیز ہے,pos
میری بیٹی کے تحفے میں لیپ ٹاپ پر وارنٹی سے متعلق میرا سوال ہے کیا مجھے 844 نمبر پر کال کرنا ہے؟,neu
ہم آج سپلائی کررہے ہیں,neu
پام آئل انڈسٹری کا بدصورت چہرہ,neg
حیرت انگیز لوگوں کو پکڑنا NL ایونٹ میں حیرت انگیز سے زیادہ ہوگا,pos
مجھے آپ کے ایپ میں پہیلی انماد سے جی آر وی ہیڈسیٹ نہیں ملا ہے,neg
چائے بمقابلہ کافی کا دوسرا فیس بک سروے کرنے کے بارے میں کیا بات ہے,neu
یس مین بال کٹوانے کے بارے میں نہیں جانتے لیکن جوتے اڑ جاتے ہیں,neu
آپ کی چھوٹ کہاں ہے؟,neu
اتنا پریشان ہو گیا کہ آپ کا گریٹ لیکس کراسنگ مقام بند ہوگیا,neg
آپ کے انتخابی مہم کا پیغام صارفین کے لئے واضح نہیں ہے,neg
یہ میری پسندیدہ ریڈ چیپٹ نوڈلز ہیں,pos
ٹائم ٹریول کے استعمال کے ل a ایونجر اینڈ گیم میں بھی استعمال ہوتا ہے,neu
آسان پیسہ سے میں کافی مایوس ہوں,neg
اچھا زونگ نیٹ ورکمیرا مقام نہیں,neu
کوئی فرق نہیں ہے !!,neu
برائے کرم اسے کچھ باقاعدہ وردی عطیہ کریں .. وہ بھکاریوں کی طرح نظر آتے ہیں,neg
6 انچ ڈسپلے اور سائڈ ماونٹڈ کے ساتھ بھی اعلان کیا,neu
فی الحال کوئی فروخت نہیں ہے,neg
کھانے کی خدمت کے لئے ناقص کھانے کا معیار اور بہت برا سلوک,neg
ہم گوکی کے زیادہ سے زیادہ اسٹائل کو پہچانتے ہیں,neu
نیچے کی لائن یہ ہے کہ نائکی ان کے ایتھلیٹوں کی حمایت کرتی ہے کیونکہ وہ جوتے فروخت کرنے میں مدد کرتے ہیں,pos
میں اپنے اے ٹی ایم کارڈ کی تجدید کرنا چاہتا ہوں عمل کیا ہے,neu
شاہین کی اچھی لائن,pos
ایک خوبصورت شہر جو میں نے دیکھا ہے,pos
مجھے نہیں معلوم کہ خود اڑان کتنی خراب ہوگی,neg
سلائی ہوئی شے پر بھی توجہ دی جانی چاہئے,neu
بانڈ اسٹریٹ میں LV کا اشارہ ہے ... واہ,pos
ووہو ،،،،، میں ،،،،،،، پیپسی کولا,pos
صرف ایک تجویز اگر آپ اسے خالص بنانے کا دعویٰ کرتے ہیں تو اس میں اضافی اضافہ نہ کریں,neu
خراب ٹیکساری کی طرح لگتا ہے,neg
خوفناک!,neg
کیا یہ جوتے بھی دستیاب ہیں ؟؟؟؟,neu
کچھ نئی باتیں لائیں,neg
شکریہ ، پیپسی تم نے مجھے تھوڑا سا منہ میں پھینک دیا,pos
اور ہم کس صدی میں رہتے ہیں؟,neu
ہیلو میں چاہتا ہوں کہ یہ ڈیزائن آن لائن دستیاب نہیں ہے,neg
کیا آپ مجھے Hbl ماسٹر ڈیبٹ کارڈ کی تمام تصاویر بھیج سکتے ہیں؟,neu
میں اپنی تصویر بھی بھیجتا ہوں لیکن وہ مجھے جواب نہیں دیتے ہیں,neu
میں ایک غریب فٹ بالر ہوں,neu
قدرتی پانی کافی ہے,pos
اچھی پزا جھونپڑی اس ایوارڈ کی مستحق ہے,pos
الماری کے بڑے کپڑے,neu
ہلکا چیلنج شکریہ جسکاش,pos
میں اسے برانڈ سفیر کی وجہ سے خریدتا ہوں دپیکا پڈوکون,neu
اچھی,pos
بہت افسوسناک خبر,neg
کبھی بھی فیشن شو کی بدترین ویڈیو,neg
یہ گانا لرز رہا ہے ..,pos
بہت خوشی ہے کہ آپ اگلی نسلوں کو الیکٹرانکس پر انحصار کی نشاندہی کررہے ہیں,pos
ہاں یہ فیضال بینک کی نئی پیش کش ہے جس میں پاکستا ن میں سب سے کم شرح ہے,pos
ایک اور پیسہ جرم مجھے,neu
انٹرنیٹ بینکنگ کے بدترین موقع کو متحرک کرنے کے بارے میں کیا خیال ہے,neg
لفظی طور پر آنکھوں کو تکلیف ہوتی ہے,neg
آپ اپنے صارفین سے جس طرح سلوک کرتے ہیں وہ ناقابل یقین ہے,neg
گٹیا کمپنی,neg
تو plz ہالینڈ کی تمام مصنوعات کا بائیکاٹ کریں! اس کو زیادہ سے زیادہ شئیر کریں!,neu
کیا یہ شفاف سایہ میں دستیاب ہے؟,neu
سیمسنگ a50 فنگر پرنٹ سست ہے,neg
اپنی استفسار بڑھانے کے لئے آپ کا شکریہ,pos
وہ کہہ رہا تھا کہ آپ نے کچھ کمی کی رقم جیت لی ہے اور مجھے ایک کوڈ دیا ہے؟,neu
اوہ مجھے اچھ .ا بہت سارے خوبصورت کپڑے!,pos
اپنا نیٹ ورک تھیک کرئے ایپ لاگ,neu
کیا یونیلیور کے لئے بلاکچین / سیلز فورس کا استعمال کرتے ہوئے ٹکنالوجی کو فروغ دینا ممکن ہے؟,neu
وہ شخص جو انٹرنیٹ لنک شیئر کرنا چاہتا ہے وہ ان باکس میں آسکتا ہے,neu
معذرت کے لئے نہیں,neg
akeover بغیر کوئی فرق نہیں پڑے گا اور جب تک کہ آپ اپنے کھانے کے معیار کو بہتر نہیں بناتے ہیں,neg
کیا آپ اپنے تمام اسٹورز میں دھات کو لازمی بنانا شروع کرسکتے ہیں؟ میں چوٹی کی 40 گھٹیا باتیں سننے سے بیمار ہوں,neg
میں نہیں کروں گا لیکن میرے پاس پیسہ نہیں ہے,neu
کم سے کم کتنا لیٹر پی رعایت ملیگا یا کاشک,neu
زندگی کو مزید ذائقہ کی ضرورت ہے,neu
میں چپ کارڈ کیسے حاصل کرتا ہوں؟,neu
بےچینی سے فروخت کے منتظر ہیں,pos
زارا حیرت انگیز ہے,pos
بیگ میں کیا ہوتا ہے؟,neu
میں فلائی ڈوبائی کے ساتھ اڑنے کے بجائے بریٹیسلاوا میں چلنا چاہتا تھا,neu
آپ کا جواب میرے لئے قیمتی ہے,pos
بہترین کی امید ہے ...,pos
مجھے ای میل پر اپنے اکاؤنٹ میں لاگ ان کرنے کے لئے او ٹی پی پاس ورڈ موصول نہیں ہورہا ہے,neg
پیکیج بھٹ مہینج ہیین,neu
دماغی صحت دولت ہے,pos
گجرات کا کیا ہوگا ؟؟,neu
فروخت سارا اسٹاک پر ہے,neu
مکمل ہونڈا سٹی 4 سال کا منصوبہ ارسال کریں,neu
واپس پلاسٹک یا گلاس؟,neu
لین دین کو مکمل کرنے میں اتنا وقت لگا,neu
جب نئے ایئر پورٹ پاکستان سے یوکرین کیلئے پرواز شروع ہوگی؟,neu
عجوس,pos
یہ غلط بات ہا,neg
خوبصورت شاہین ہوا,pos
یاہو! نیلم کی طرح کوئی فروخت اتنی خوشگوار نہیں ہے,neg
میں نے کبھی براوو قطر ایئر ویز دیکھا ہے,neu
لگتا ہے کہ اس نے ہالووین بیوقوف کے لئے سیپ کا لباس پہنا ہوا ہے,neg
ہم اپنی مصنوعات کا معیار بلند رکھتے ہیں,pos
سپورٹ فلم اداکارہ کون ہے؟,neu
بیہوڈا ڈریسنگ,neu
اس کو حاصل کرنے کے ل You آپ کو ایک اعلی meme علم کی ضرورت ہے,neu
ہرڈیز میک ڈونالڈ سے کہیں بہتر ہے,neg
تمام پیازا اور تمام ذائقوں کے حق پر 1 مفت 1 حاصل کریں,pos
ایسا ہے جیسے 18 دن پہلے میں نے اس کے لئے درخواست دی ہے؟,neu
اچھا نہیں ہے,neg
تصویروں کے لیک ہونے کی وجہ سے زیادہ جوش و خروش نہیں ہے اس سے نفرت ہے,neg
کیا میں اس پیش کش پر درخواست دے سکتا ہوں؟ اگر ہاں تو میں کیا کروں؟,neu
فینسی ڈریس پارٹیاں ہمیشہ ہنستی رہتی ہیں,neu
اس بری عادت پر کارروائی کی ضرورت ہے,neg
مجھے تفصیلات plz ان باکس کی ضرورت ہے,neu
ہم جن پروگراموں کی تائید کرتے ہیں وہ وہی بہتر ہوگا جس میں وہ مقامی مارکیٹ میں ڈھال لیں جس میں وہ کام کرتے ہیں,neu
کھانے میں یا صرف ڈلیوری ؟؟؟ تصدیق کریں!,neu
میں یہ چاہتا ہوں کہ میں اسے کیسے حاصل کروں گا,neu
بہت زیادہ نشاط میرا پسندیدہ برانڈ نشاط,pos
میٹھی آفر,pos
اس سے موٹر ویز پر حادثات کی تعداد میں اضافہ ہوگا,neg
جاز کی طرف سے تکنیکی مسائل,neg
اس کے بعد سے یہ کیسے ہوتا ہے .. میرے بیٹے کو کل رات اس کے کھیل کے دوران جوتا کی چھٹی کا وقفہ ہوا تھا,neu
سارا دن میگمم کے ساتھ خصوصی,pos
گیمنگ لیپ ٹاپ جعلی ہے,neg
میں ہمیشہ آؤٹفیٹر شرٹس کے بارے میں پاگل رہتا ہوں,pos
مجھے نہیں معلوم کہ اتنا بڑا برانڈ اتنے کم معیار کے کھانے کی کس طرح خدمت کرسکتا ہے,neu
کوئی تعجب نہیں کہ میں آپ کو زارا پسند کرتا ہوں اس کے علاوہ آپ مجھے دوسرے برانڈز کے برعکس ، چھوٹے سائز میں فٹ بناتے ہیں ہاں! میرے خیال میں اچھا عنصر ہے,pos
جب ہم آن لائن یو خریداری کھولیں گے,neu
اچھا ہے .........,pos
مارکیٹنگ کا اچھا طریقہ !!,pos
موبائل میں نقصان یا نقصان کی صورت میں انشورنس کو کیسے چھڑایا جائے؟,neu
آپ ہانگ کانگ کے عوام کے لئے کیوں نہیں اٹھ کھڑے ہیں؟,neu
پہل نیٹ ورک ٹو تھیک کرلو4 ڈین سی نیٹ ورک کو کھرب ایچ انٹرنیٹ انٹرنیٹ پر کام کرنا ہے ,neu
ہر سال اسے دیکھیں اور اتنے بڑے ہر ایک کو دیکھیں جو ایکٹر یا ریپر گلوکار ہر ایک کو چھوٹا یا چھوٹا پہنتا ہے,neu
سوار نے مسلسل بحث کی کہ براہ کرم اس کوڑے دان کی جگہ سے آرڈر کرنے میں اپنا وقت ضائع نہ کریں,neg
کیا آپ اپنی ویب سائٹ پر کسی بھی چیز کو دوبارہ بند کردیں گے؟,neu
دعوت نہیں دی قبول کیا مسئلہ ہے مجھے بتائیں؟,neu
